YEAR,STATEFIP,nativity_group,weighted_population,weighted_mean_income
2013,36,US-born,1479165200,41376.13364285051
2013,37,Foreign-born,74863800,27960.772962820483
2013,37,US-born,898969800,31593.233240138892
2013,38,Foreign-born,1927200,22396.529841063897
2013,38,US-born,69910700,37883.066688870305
2013,39,Foreign-born,47287800,35129.69043164566
2013,39,US-born,1100804300,32178.5000360671
2013,40,Foreign-born,22106900,24438.666905461007
2013,40,US-born,359735300,31060.904471531707
2013,41,Foreign-born,40552300,28018.21978984695
2013,41,US-born,348298000,33622.6868930572
2013,42,Foreign-born,81151700,33957.196045632336
2013,42,US-born,1174253300,34816.53485407247
2013,44,Foreign-born,13751900,28003.661077305514
2013,44,US-born,89026100,38180.786020625215
2013,45,Foreign-born,23040200,27800.320310320065
2013,45,US-born,449275900,29168.145218741134
2013,46,Foreign-born,2314700,23614.635497230676
2013,46,US-born,81780500,32276.170581715913
2013,47,Foreign-born,30129500,26930.095771544005
2013,47,US-born,614011100,30454.440664442616
2013,48,Foreign-born,435877100,27169.239820248393
2013,48,US-born,2173214300,35266.1171844866
2013,49,Foreign-born,23911900,27013.126102065486
2013,49,US-born,263059300,33339.40025410067
2013,50,Foreign-born,2707600,33558.43637679412
2013,50,US-born,59364800,33579.11975660358
2013,51,Foreign-born,95063300,38049.88278287593
2013,51,US-born,716941800,40887.001653370084
2013,53,Foreign-born,94379500,34695.88848080319
2013,53,US-born,590974400,38564.636824482586
2013,54,Foreign-born,2825400,32205.510511104952
2013,54,US-born,181517300,27604.119929651824
2013,55,Foreign-born,27603800,28581.402758924603
2013,55,US-born,542315800,34056.56135053974
2013,56,Foreign-born,1842600,31656.960268948656
2013,56,US-born,56037500,36582.89345076306
2014,1,Foreign-born,15278900,27426.410678831264
2014,1,US-born,465522300,29032.98534439447
2014,2,Foreign-born,5485800,39407.528621644444
2014,2,US-born,66185100,42452.79290306844
2014,4,Foreign-born,92190000,25634.885996918467
2014,4,US-born,570922100,33223.043804827175
2014,5,Foreign-born,14333100,24533.731833631224
2014,5,US-born,280292300,28392.66003069597
2014,6,Foreign-born,1046970400,32404.647750495147
2014,6,US-born,2784050700,39868.125925357854
2014,8,Foreign-born,53290300,29178.50534290177
2014,8,US-born,474067100,41453.45530904949
2014,9,Foreign-born,49405900,42047.21441937798
2014,9,US-born,297126600,49374.79529882019
2014,10,Foreign-born,7972000,40012.32140825318
2014,10,US-born,84265200,36777.49122226832
2014,11,Foreign-born,9282000,49462.687984228
2014,11,US-born,55453500,54898.429211301336
2014,12,Foreign-born,397720400,27152.52703095236
2014,12,US-born,1524640900,33389.54052956392
2014,13,Foreign-born,99107900,29382.155084516402
2014,13,US-born,897073400,32251.91632617
2014,15,Foreign-born,23869400,30441.974033629223
2014,15,US-born,112739100,37913.799177849636
2014,16,Foreign-born,10290300,22087.184353853772
2014,16,US-born,151620600,31236.177645778123
2014,17,Foreign-born,176934400,33038.640294635465
2014,17,US-born,1097004000,38465.55060311138
2014,18,Foreign-born,32230200,28582.816687846967
2014,18,US-born,623430900,31371.57238048141
2014,19,Foreign-born,15408600,33015.5275480506
2014,19,US-born,293488900,35117.460457904715
2014,20,Foreign-born,20443300,26994.1741677958
2014,20,US-born,267143600,35700.070911570634
2014,21,Foreign-born,15967100,27731.407285994486
2014,21,US-born,422838100,29317.546256228394
2014,22,Foreign-born,18430400,31087.85147076418
2014,22,US-born,443521100,30806.47208250077
2014,23,Foreign-born,4883500,32635.995963001576
2014,23,US-born,126939700,32947.91886591542
2014,24,Foreign-born,88665000,40586.56864625853
2014,24,US-born,500430900,45096.70352708743
2014,25,Foreign-born,105339700,38517.97023107734
2014,25,US-born,549665200,46811.46986931063
2014,26,Foreign-born,64193100,34373.76038830629
2014,26,US-born,919440800,32238.552584149627
2014,27,Foreign-born,43772200,31784.28378072429
2014,27,US-born,498356200,41124.45514357455
2014,28,Foreign-born,6301500,24096.959625397034
2014,28,US-born,291004700,26044.887451581526
2014,29,Foreign-born,22416500,34445.46143611374
2014,29,US-born,579421800,32148.15377627502
2014,30,Foreign-born,2365500,32220.759788785967
2014,30,US-born,99025700,32044.6792984121
2014,31,Foreign-born,12013100,23858.95733118106
2014,31,US-born,174837800,35303.633359780535
2014,32,Foreign-born,54762800,26382.084706197358
2014,32,US-born,224385100,33738.64554889089
2014,33,Foreign-born,7811800,42813.09964058315
2014,33,US-born,123482100,40933.72487583286
2014,34,Foreign-born,194377900,40825.53527461351
2014,34,US-born,677682700,46220.30605885168
2014,35,Foreign-born,21405600,22187.231294578913
2014,35,US-born,184496500,29775.122252969504
2014,36,Foreign-born,446314600,34736.06755339164
2014,36,US-born,1479505900,42587.06308467177
2014,37,Foreign-born,76324600,28860.772965122724
2014,37,US-born,906217400,32016.110817936824
2014,38,Foreign-born,2704400,26227.81595346905
2014,38,US-born,70775500,40401.88923270701
2014,39,Foreign-born,48130000,36364.19419032516
2014,39,US-born,1103109900,32629.775965048742
2014,40,Foreign-born,22018800,23058.810693648502
2014,40,US-born,362095700,32192.721220005722
2014,41,Foreign-born,38920500,29081.412255194955
2014,41,US-born,353787500,34057.300265665144
2014,42,Foreign-born,81319800,35476.664845009625
2014,42,US-born,1175586500,35254.933041885684
2014,44,Foreign-born,13743200,27726.819163855514
2014,44,US-born,89612500,38442.642904369946
2014,45,Foreign-born,22565100,27318.402718998066
2014,45,US-born,455435800,30419.25620213923
2014,46,Foreign-born,2362500,19475.19558288818
2014,46,US-born,82563500,34440.06637014557
2014,47,Foreign-born,32243900,28535.66038932997
2014,47,US-born,617461900,30706.66583832313
2014,48,Foreign-born,450113000,28269.0795607937
2014,48,US-born,2208810100,36239.28674222438
2014,49,Foreign-born,24994600,24553.68081654326
2014,49,US-born,266310900,34322.39067410274
2014,50,Foreign-born,2440200,32405.132177777778
2014,50,US-born,59606500,35327.718148285945
2014,51,Foreign-born,101122300,40406.02816759329
2014,51,US-born,716339100,41680.67052272693
2014,53,Foreign-born,93000800,36402.00647160481
2014,53,US-born,601200900,39532.925047876575
2014,54,Foreign-born,2682100,28384.10500518052
2014,54,US-born,181377900,27284.269359028785
2014,55,Foreign-born,27432900,31462.007234922414
2014,55,US-born,543564900,34428.20408767151
2014,56,Foreign-born,2343700,24891.32309632098
2014,56,US-born,55610300,37027.37600700447
2015,1,Foreign-born,16131000,28035.437787411225
2015,1,US-born,465911100,30424.07178446978
2015,2,Foreign-born,6253100,34619.80203691916
2015,2,US-born,66048700,43606.51098553106
2015,4,Foreign-born,90822100,27027.699862066132
2015,4,US-born,582486300,34440.236248811656
2015,5,Foreign-born,14389500,25448.79683317964
2015,5,US-born,281446800,29696.189217317784
2015,6,Foreign-born,1067300000,34342.3490573613
2015,6,US-born,2794189300,41514.95349645217
2015,8,Foreign-born,53408200,32205.83463132513
2015,8,US-born,483548300,42436.707962363995
2015,9,Foreign-born,51729200,42669.149917229544
2015,9,US-born,294312200,49919.846289222296
2015,10,Foreign-born,8975100,37051.94370770671
2015,10,US-born,84492500,38009.86291674673
2015,11,Foreign-born,9550900,59056.77049889195
2015,11,US-born,56587400,59743.84811681544
2015,12,Foreign-born,408946200,28732.47774608047
2015,12,US-born,1544672800,34961.016359351146
2015,13,Foreign-born,102834600,32385.863774125843
2015,13,US-born,905106000,33816.383519250616
2015,15,Foreign-born,24983900,31900.244209633707
2015,15,US-born,113381900,40374.427300711104
2015,16,Foreign-born,9577100,25692.21276123215
2015,16,US-born,154700400,31578.969540049475
2015,17,Foreign-born,182371200,35766.67330596566
2015,17,US-born,1089354600,40035.2216829995
2015,18,Foreign-born,31637700,35069.433384789816
2015,18,US-born,626144800,32788.781803787315
2015,19,Foreign-born,14277000,27567.016985492923
2015,19,US-born,296144700,36314.26856890185
2015,20,Foreign-born,21892000,29984.37622896144
2015,20,US-born,266888700,37464.53362399013
2015,21,Foreign-born,16259500,30839.920446853994
2015,21,US-born,423155600,31045.730375148432
2015,22,Foreign-born,18897400,29971.967477222326
2015,22,US-born,444989500,31733.879868553064
2015,23,Foreign-born,4180800,32016.838459825296
2015,23,US-born,127185000,33583.39140748082
2015,24,Foreign-born,91264300,42181.32249796283
2015,24,US-born,500627500,47200.459070302204
2015,25,Foreign-born,109951200,41932.587835377875
2015,25,US-born,551269800,47321.21673611039
2015,26,Foreign-born,65554300,36765.11024962057
2015,26,US-born,919308200,33664.108938688994
2015,27,Foreign-born,45239900,35618.867605153675
2015,27,US-born,500043000,42443.133409629874
2015,28,Foreign-born,6876600,23853.471430557485
2015,28,US-born,290206000,26674.388406915252
2015,29,Foreign-born,23673100,31803.78804652593
2015,29,US-born,580077800,34097.19038197668
2015,30,Foreign-born,2098900,27992.793591690755
2015,30,US-born,100424300,34315.74404828926
2015,31,Foreign-born,12297100,24525.819659034896
2015,31,US-born,175584700,37799.937840554754
2015,32,Foreign-born,55965100,27402.327195696133
2015,32,US-born,228117500,35080.540703503735
2015,33,Foreign-born,7477600,45676.68172646847
2015,33,US-born,124120000,42572.47685599317
2015,34,Foreign-born,197782200,42330.12340641993
2015,34,US-born,677272200,47528.03230267635
2015,35,Foreign-born,19603200,24421.343752805547
2015,35,US-born,186310700,30853.221234034587
2015,36,Foreign-born,451424000,36480.675155714234
2015,36,US-born,1477422300,44154.41081932012
2015,37,Foreign-born,79526000,31160.47812023926
2015,37,US-born,913118300,33197.71102318781
2015,38,Foreign-born,2515300,42894.53987015149
2015,38,US-born,72818200,41815.58146530827
2015,39,Foreign-born,50003900,35479.48856184493
2015,39,US-born,1101427600,34418.07568359956
2015,40,Foreign-born,23304800,28849.176277424944
2015,40,US-born,364411600,32960.7784483906
2015,41,Foreign-born,39536000,32427.58362998701
2015,41,US-born,358912300,35839.58237805108
2015,42,Foreign-born,81356200,36595.0059383849
2015,42,US-born,1177971000,37032.48511175497
2015,44,Foreign-born,14343400,31779.712577977658
2015,44,US-born,88826400,40008.58743473625
2015,45,Foreign-born,23447100,27742.21502882394
2015,45,US-born,461093300,31241.949386016073
2015,46,Foreign-born,2759000,27372.302421196895
2015,46,US-born,82626200,34328.77463072452
2015,47,Foreign-born,32271500,29369.83049883079
2015,47,US-born,622316900,32486.625225233496
2015,48,Foreign-born,462788700,29432.797624583654
2015,48,US-born,2244273900,37727.66904903911
2015,49,Foreign-born,24319200,28793.638319261867
2015,49,US-born,272360900,35735.5961777155
2015,50,Foreign-born,2785000,35661.042561937145
2015,50,US-born,59109400,38785.69475733612
2015,51,Foreign-born,101464200,42079.841416220836
2015,51,US-born,721260200,42553.97689530446
2015,53,Foreign-born,97988700,39761.67962342391
2015,53,US-born,605845800,41590.781524341204
2015,54,Foreign-born,3180600,35853.76697199167
2015,54,US-born,180138000,28400.926454727647
2015,55,Foreign-born,28667600,31813.337803877606
2015,55,US-born,544439700,36539.05842466713
2015,56,Foreign-born,1873100,27635.96443779491
2015,56,US-born,56306800,40649.94515457355
2016,1,Foreign-born,15929000,31280.63402650223
2016,1,US-born,466018300,31546.97308697053
2016,2,Foreign-born,5646700,40650.137800395816
2016,2,US-born,67064700,44318.380735066414
2016,4,Foreign-born,94102700,29171.481890073424
2016,4,US-born,589428000,35447.60060246409
2016,5,Foreign-born,13359300,26823.87881098772
2016,5,US-born,283581200,30364.789007212432
2016,6,Foreign-born,1067706200,36170.4987087531
2016,6,US-born,2803675700,43347.10776794347
2016,8,Foreign-born,54072400,34112.416898001116
2016,8,US-born,491923100,43456.49728243545
2016,9,Foreign-born,52136700,44684.068996102564
2016,9,US-born,292532900,51117.3799851827
2016,10,Foreign-born,9000600,35862.75516034651
2016,10,US-born,84325300,38798.29570575792
2016,11,Foreign-born,9056000,50636.79357062968
2016,11,US-born,57743600,59936.943604903994
2016,12,Foreign-born,423756100,29406.343253593972
2016,12,US-born,1560430400,35763.222265598844
2016,13,Foreign-born,103450600,33513.72142935225
2016,13,US-born,913100300,35275.799599907084
2016,15,Foreign-born,25976800,32862.35499690463
2016,15,US-born,112336300,42201.62526449189
2016,16,Foreign-born,9449700,27579.036471828204
2016,16,US-born,157295500,32891.62575318377
2016,17,Foreign-born,177264800,36570.6139015402
2016,17,US-born,1089468100,41093.325629156294
2016,18,Foreign-born,34618200,31186.39803797955
2016,18,US-born,624459000,34183.66645305488
2016,19,Foreign-born,16169700,28363.4943728245
2016,19,US-born,294807200,37809.31903505466
2016,20,Foreign-born,21327700,30925.14209969744
2016,20,US-born,267015000,36573.07078112548
2016,21,Foreign-born,15184000,31681.1565248404
2016,21,US-born,425618400,31834.4905546763
2016,22,Foreign-born,18574000,32730.91649385959
2016,22,US-born,446806600,31938.165897124
2016,23,Foreign-born,5060900,30767.14731577338
2016,23,US-born,126540000,34932.66223111575
2016,24,Foreign-born,91705600,42569.85260960621
2016,24,US-born,500817500,47833.960244320944
2016,25,Foreign-born,112637400,41489.8589036445
2016,25,US-born,549354900,49324.439542389664
2016,26,Foreign-born,66443800,37489.39037650192
2016,26,US-born,918575600,35102.79209848677
2016,27,Foreign-born,44931400,34880.80042606391
2016,27,US-born,503470600,43786.601963780675
2016,28,Foreign-born,5886600,27643.50401315672
2016,28,US-born,290767400,28646.33878717179
2016,29,Foreign-born,25409500,38223.41005136369
2016,29,US-born,579325100,34887.33300768384
2016,30,Foreign-born,2325000,26059.436320007244
2016,30,US-born,101058200,34558.60245305676
2016,31,Foreign-born,13921900,23533.800271505923
2016,31,US-born,175308500,38942.51403282119
2016,32,Foreign-born,58548700,29476.366014770385
2016,32,US-born,230397100,36325.54686215884
2016,33,Foreign-born,7419200,40894.27213294165
2016,33,US-born,124159400,43435.137333173996
2016,34,Foreign-born,200627900,44017.2955486928
2016,34,US-born,672501600,48910.80069339327
2016,35,Foreign-born,19524700,25344.644295982995
2016,35,US-born,185922300,31525.352624228333
2016,36,Foreign-born,454272300,37582.881640681735
2016,36,US-born,1471059800,44994.46222564615
2016,37,Foreign-born,78670300,32907.65120053902
2016,37,US-born,924928200,34565.35798012903
2016,38,Foreign-born,2394200,40134.2332003407
2016,38,US-born,72715700,40469.63793893814
2016,39,Foreign-born,50058200,36173.082559244096
2016,39,US-born,1101711300,35465.901216398124
2016,40,Foreign-born,22059600,27413.364281916914
2016,40,US-born,366622100,33013.59481117357
2016,41,Foreign-born,39661300,35298.160472955315
2016,41,US-born,365225100,37069.461003286444
2016,42,Foreign-born,86830200,36481.97544487074
2016,42,US-born,1168535100,37729.56130702999
2016,44,Foreign-born,14936500,31673.236359813574
2016,44,US-born,88282800,40719.15495325139
2016,45,Foreign-born,23928100,30864.4875581906
2016,45,US-born,467078100,33041.84855865989
2016,46,Foreign-born,3066400,24318.048065650644
2016,46,US-born,82907700,37222.2233412204
2016,47,Foreign-born,33200700,30911.79459889833
2016,47,US-born,626828500,33250.73174262438
2016,48,Foreign-born,470773000,30532.7327211997
2016,48,US-born,2273650900,37986.77992292592
2016,49,Foreign-born,24772800,27151.82113868589
2016,49,US-born,277335700,36743.812285894805
2016,50,Foreign-born,2335900,53336.80424253296
2016,50,US-born,59574800,36786.5641746457
2016,51,Foreign-born,102227600,42501.3352250846
2016,51,US-born,721591400,44228.04411594782
2016,53,Foreign-born,101991900,41031.88976508375
2016,53,US-born,613877300,43014.82057689371
2016,54,Foreign-born,3197400,36136.66486842105
2016,54,US-born,178873600,29536.870494804276
2016,55,Foreign-born,30207300,37224.65646136033
2016,55,US-born,542390900,37713.40114457771
2016,56,Foreign-born,2072200,36355.31208471761
2016,56,US-born,56025100,35868.944389611504
2017,1,Foreign-born,17528600,31701.676255882907
2017,1,US-born,465199000,32085.696270576336
2017,2,Foreign-born,5638800,36766.17140008125
2017,2,US-born,66218600,43780.775104126595
2017,4,Foreign-born,93166200,30322.55737394126
2017,4,US-born,598179600,37172.40103624059
2017,5,Foreign-born,14206900,26994.746302901054
2017,5,US-born,283741800,31272.562612541413
2017,6,Foreign-born,1062099300,38416.92988391254
2017,6,US-born,2836307700,45098.680984244
2017,8,Foreign-born,55468800,36079.07580074709
2017,8,US-born,496537200,45464.77327943197
2017,9,Foreign-born,52581300,44216.93423368299
2017,9,US-born,293026700,52035.14683925802
2017,10,Foreign-born,9427800,41790.68498673027
2017,10,US-born,85154000,42009.33904097656
2017,11,Foreign-born,10373000,57109.9084739619
2017,11,US-born,57389600,62909.96062229846
2017,12,Foreign-born,437029300,30973.119356280735
2017,12,US-born,1581921200,37128.74308967987
2017,13,Foreign-born,105924500,36838.92515513438
2017,13,US-born,922544900,36481.2146250142
2017,15,Foreign-born,25833000,33608.453264094955
2017,15,US-born,112706200,42648.064154425134
2017,16,Foreign-born,9577400,26863.761262987333
2017,16,US-born,160413900,33464.98878599259
2017,17,Foreign-born,182420800,36691.17623017985
2017,17,US-born,1082839200,42467.93769120823
2017,18,Foreign-born,34928200,32561.016765038687
2017,18,US-born,627292300,34807.67306883079
2017,19,Foreign-born,15727900,32679.712759352376
2017,19,US-born,296734500,38362.36669616104
2017,20,Foreign-born,20083500,32060.945685853578
2017,20,US-born,268585800,38114.94221539424
2017,21,Foreign-born,17321900,33469.610531953316
2017,21,US-born,424725400,32399.823837005333
2017,22,Foreign-born,18703100,31520.87101487704
2017,22,US-born,446222500,32075.556242999417
2017,23,Foreign-born,4855500,31013.972448819073
2017,23,US-born,127598600,36288.146265740055
2017,24,Foreign-born,92682200,44119.33612897065
2017,24,US-born,503306400,49653.10230023711
2017,25,Foreign-born,115255200,44618.44263461777
2017,25,US-born,549843300,51510.71888347111
2017,26,Foreign-born,70506500,39335.036295448765
2017,26,US-born,918363600,36440.50600158597
2017,27,Foreign-born,48794800,36866.84622496284
2017,27,US-born,503802000,44853.75447607917
2017,28,Foreign-born,6471600,29873.853713575565
2017,28,US-born,290345300,28433.90022816395
2017,29,Foreign-born,25955100,37822.26348620557
2017,29,US-born,580938000,35805.6603735717
2017,30,Foreign-born,2417100,30376.03709062212
2017,30,US-born,101722300,36031.55605494279
2017,31,Foreign-born,15030800,30010.989708244208
2017,31,US-born,175420100,38910.92624354769
2017,32,Foreign-born,59472900,30955.688047861793
2017,32,US-born,235061600,38730.899952339496
2017,33,Foreign-born,8521800,50718.872409513184
2017,33,US-born,124055500,44628.991364068825
2017,34,Foreign-born,204902800,44782.09787726138
2017,34,US-born,674088700,51274.9245734094
2017,35,Foreign-born,19493800,25690.421248735827
2017,35,US-born,187079200,31659.21278542276
2017,36,Foreign-born,452510700,39669.6476222759
2017,36,US-born,1481305300,46787.339350208575
2017,37,Foreign-born,82283300,33616.825509840295
2017,37,US-born,932432800,36037.27766121932
2017,38,Foreign-born,3302000,34431.47855206506
2017,38,US-born,71742600,41871.89005311655
2017,39,Foreign-born,52796000,39094.232415975406
2017,39,US-born,1102684300,36439.68288626541
2017,40,Foreign-born,22523700,26849.877523440267
2017,40,US-born,367077800,33021.066991468746
2017,41,Foreign-born,40356500,36143.68476127515
2017,41,US-born,368807600,38502.85858269428
2017,42,Foreign-born,88017100,39972.51766610225
2017,42,US-born,1168914300,39339.139177255965
2017,44,Foreign-born,14171300,33578.18078538649
2017,44,US-born,89521200,42880.75127608314
2017,45,Foreign-born,24077200,33180.08979372545
2017,45,US-born,472882200,33680.085940084566
2017,46,Foreign-born,3094600,24031.441385496448
2017,46,US-born,83114100,38124.76575399282
2017,47,Foreign-born,34587400,32391.939644882124
2017,47,US-born,631573700,34971.14612779161
2017,48,Foreign-born,484976000,32308.357872926623
2017,48,US-born,2301111100,38720.809499977215
2017,49,Foreign-born,27180500,29405.169204770526
2017,49,US-born,279351800,37869.23304236567
2017,50,Foreign-born,3074400,34115.34353982899
2017,50,US-born,58805900,38056.27930812026
2017,51,Foreign-born,105274300,45415.166726964846
2017,51,US-born,724950400,45202.92096029304
2017,53,Foreign-born,107044700,45081.73090303712
2017,53,US-born,620519100,45230.2027746061
2017,54,Foreign-born,2975500,37470.01901743265
2017,54,US-born,177539200,28833.274271196962
2017,55,Foreign-born,28713600,36976.57575212731
2017,55,US-born,545855100,38951.58985641448
2017,56,Foreign-born,2047600,27375.61478933792
2017,56,US-born,55510900,38610.17639876627
2018,1,Foreign-born,16320500,35049.897410397665
2018,1,US-born,467622900,32983.88312752093
2018,2,Foreign-born,5615400,42384.78371979405
2018,2,US-born,66542000,44693.56911245872
2018,4,Foreign-born,96151000,30816.699304397174
2018,4,US-born,610847500,38352.69095806448
2018,5,Foreign-born,14710900,31048.065875497443
2018,5,US-born,284631600,32434.704793448545
2018,6,Foreign-born,1060268200,40592.23106836657
2018,6,US-born,2839488300,47552.52796176362
2018,8,Foreign-born,55903100,38831.949871450735
2018,8,US-born,503614400,46774.539289589135
2018,9,Foreign-born,52202200,46787.543698141846
2018,9,US-born,291002100,54346.57349244651
2018,10,Foreign-born,9037300,43814.99262719562
2018,10,US-born,86102900,40708.39891222429
2018,11,Foreign-born,9902200,58578.72755684536
2018,11,US-born,58528200,64916.9064054629
2018,12,Foreign-born,447205500,32780.64372536328
2018,12,US-born,1599458500,38942.35217058415
2018,13,Foreign-born,106481700,37443.71667402122
2018,13,US-born,930702600,38423.674149999555
2018,15,Foreign-born,26030200,37821.51925944183
2018,15,US-born,111720000,44074.46158035612
2018,16,Foreign-born,10593400,30758.269906695776
2018,16,US-born,162637100,35187.37295826273
2018,17,Foreign-born,180603000,39333.930747881306
2018,17,US-born,1078180600,44102.552212791445
2018,18,Foreign-born,35874700,34687.84882872201
2018,18,US-born,628355600,36199.26958488283
2018,19,Foreign-born,18143200,31029.101500545385
2018,19,US-born,295681300,39190.29092231196
2018,20,Foreign-born,20766500,33992.74904917933
2018,20,US-born,267690000,39313.9208727147
2018,21,Foreign-born,16947700,34382.515505801144
2018,21,US-born,426505500,33851.251917998685
2018,22,Foreign-born,19136900,29712.92259723887
2018,22,US-born,443404500,33862.927290754335
2018,23,Foreign-born,4948700,49168.20785897907
2018,23,US-born,127350300,37233.69986243664
2018,24,Foreign-born,90884300,47394.86062956597
2018,24,US-born,503667300,51241.95853422997
2018,25,Foreign-born,119599400,46687.268458674385
2018,25,US-born,550139400,53002.99793672535
2018,26,Foreign-born,69870700,40861.40649021293
2018,26,US-born,922290400,37477.12132481126
2018,27,Foreign-born,48144400,37837.7294836447
2018,27,US-born,508517800,46241.52713003923
2018,28,Foreign-born,7335400,33501.90667611377
2018,28,US-born,289396300,29486.316129328032
2018,29,Foreign-born,26182800,41114.28190422633
2018,29,US-born,581796200,37025.92417225401
2018,30,Foreign-born,2371800,29671.644151267337
2018,30,US-born,102844000,36793.9240119774
2018,31,Foreign-born,13819800,33058.61162160478
2018,31,US-born,177956200,39686.782036174256
2018,32,Foreign-born,59171700,33441.82432736396
2018,32,US-born,238998300,40550.81710982836
2018,33,Foreign-born,8285000,50113.380382438976
2018,33,US-born,125399500,45323.08737451153
2018,34,Foreign-born,203912500,48879.261862809624
2018,34,US-born,665668100,53592.3899178474
2018,35,Foreign-born,19733700,26644.403119851297
2018,35,US-born,187507800,32675.720154709907
2018,36,Foreign-born,445696800,41492.62525828851
2018,36,US-born,1458336100,48826.35862626733
2018,37,Foreign-born,81803600,37038.99614825047
2018,37,US-born,942763500,37144.03905779219
2018,38,Foreign-born,3610300,32517.117905216342
2018,38,US-born,71510800,45168.45234071112
2018,39,Foreign-born,55292300,39841.45190607661
2018,39,US-born,1102867400,38146.99043759641
2018,40,Foreign-born,23470600,27678.39291057349
2018,40,US-born,366571300,35423.278362375655
2018,41,Foreign-born,42703100,37135.19715671095
2018,41,US-born,371350700,41559.109700238994
2018,42,Foreign-born,93195500,41176.95197132454
2018,42,US-born,1163257400,40659.736040522825
2018,44,Foreign-born,14494000,32836.87410040627
2018,44,US-born,88432300,43386.13493012105
2018,45,Foreign-born,25636600,36190.82798241248
2018,45,US-born,476974100,34612.06315413919
2018,46,Foreign-born,2954500,29443.665100695584
2018,46,US-born,84670900,36479.44097566529
2018,47,Foreign-born,35545100,34533.24676274114
2018,47,US-born,635114900,35438.43527851123
2018,48,Foreign-born,493318600,33195.33700119606
2018,48,US-born,2332923700,39967.34348426255
2018,49,Foreign-born,26062900,33091.77826042414
2018,49,US-born,286259100,39536.89140671416
2018,50,Foreign-born,3007900,44351.823982792615
2018,50,US-born,59072900,38689.68095054227
2018,51,Foreign-born,106600700,45376.88982847868
2018,51,US-born,728765700,47398.78759727789
2018,53,Foreign-born,110721200,47031.20678534547
2018,53,US-born,628633700,47409.50721639807
2018,54,Foreign-born,2651600,41031.70807957775
2018,54,US-born,176933300,31039.805353439715
2018,55,Foreign-born,29389700,35091.533926001546
2018,55,US-born,546359200,40080.031244410435
2018,56,Foreign-born,1800500,41303.52518786529
2018,56,US-born,55379300,40679.432742594785
2019,1,Foreign-born,17278200,34901.542537470974
2019,1,US-born,468955100,34451.176991861845
2019,2,Foreign-born,5417800,41960.18688760262
2019,2,US-born,65563700,46651.99714912367
2019,4,Foreign-born,96957200,33899.2947381581
2019,4,US-born,620513500,40090.258615910374
2019,5,Foreign-born,15423900,35013.965290286826
2019,5,US-born,284334800,33143.66897105347
2019,6,Foreign-born,1054967500,44167.904063476635
2019,6,US-born,2839592000,49951.5291122305
2019,8,Foreign-born,53802800,42973.94987101722
2019,8,US-born,512161100,50621.273501092146
2019,9,Foreign-born,52278700,51527.93027969031
2019,9,US-born,290475100,55962.79577377015
2019,10,Foreign-born,9833900,47230.37451204521
2019,10,US-born,85582800,45022.698350523184
2019,11,Foreign-born,8561500,67867.38049480623
2019,11,US-born,60509700,70390.16248143553
2019,12,Foreign-born,452402500,34131.61376917719
2019,12,US-born,1611685000,40971.61266430237
2019,13,Foreign-born,108373100,40733.75310204894
2019,13,US-born,938073000,40257.67469169897
2019,15,Foreign-born,26254100,36128.99713318734
2019,15,US-born,109918700,47075.828307349846
2019,16,Foreign-born,9343200,34670.02742210375
2019,16,US-born,167316000,37267.22473887358
2019,17,Foreign-born,176152500,42867.8472077107
2019,17,US-born,1075841100,46698.935919642696
2019,18,Foreign-born,36008100,36719.29370932755
2019,18,US-born,631774600,38103.66783255733
2019,19,Foreign-born,17600600,37058.013720423936
