YEAR,STATEFIP,nativity_group,weighted_population,weighted_mean_income
2019,19,US-born,295580300,40707.54346006034
2019,20,Foreign-born,20338500,33615.87873476133
2019,20,US-born,267709400,40515.72345490229
2019,21,Foreign-born,18877400,37664.2723788651
2019,21,US-born,424355300,35341.28923314312
2019,22,Foreign-born,19519100,31230.68400754721
2019,22,US-born,441803000,35471.7726121225
2019,23,Foreign-born,4951700,41671.75301269063
2019,23,US-born,127997100,39045.50211695812
2019,24,Foreign-born,92237100,50137.83095678751
2019,24,US-born,503277400,53098.29604573609
2019,25,Foreign-born,119111000,48162.57810291736
2019,25,US-born,548934900,56862.93098191182
2019,26,Foreign-born,67849000,45263.17864282283
2019,26,US-born,922436200,39268.32538849816
2019,27,Foreign-born,47655600,41929.3167179836
2019,27,US-born,512340800,48895.50292097981
2019,28,Foreign-born,6344400,33098.06886637459
2019,28,US-born,289108700,30846.528822808457
2019,29,Foreign-born,25648200,41331.62721406466
2019,29,US-born,582490100,38534.83679202489
2019,30,Foreign-born,2112300,41665.06940108544
2019,30,US-born,103802800,38916.67474210654
2019,31,Foreign-born,14437900,31258.057755427744
2019,31,US-born,177591000,42202.223313658236
2019,32,Foreign-born,61352200,34691.16215987259
2019,32,US-born,241158900,42195.57158082772
2019,33,Foreign-born,8712000,48943.24432998457
2019,33,US-born,125297400,47914.02840769881
2019,34,Foreign-born,207788600,52716.05925836799
2019,34,US-born,659542100,55591.13485691853
2019,35,Foreign-born,19698800,28938.766366303982
2019,35,US-born,187687500,35657.03424688334
2019,36,Foreign-born,435676500,45205.30360621686
2019,36,US-born,1458794800,52663.28774981666
2019,37,Foreign-born,86592400,37813.636042814214
2019,37,US-born,950146200,38488.77350613527
2019,38,Foreign-born,2749200,35620.48582105957
2019,38,US-born,72799400,46087.94565145681
2019,39,Foreign-born,54963500,43889.6895535697
2019,39,US-born,1103616600,39633.650389121925
2019,40,Foreign-born,23876200,34834.16992956379
2019,40,US-born,367726700,37092.52282702777
2019,41,Foreign-born,41672000,42167.12440499489
2019,41,US-born,374772100,42361.64688470286
2019,42,Foreign-born,89099500,44021.21626636901
2019,42,US-born,1164595500,42952.660691684745
2019,44,Foreign-born,14208600,40496.263967959014
2019,44,US-born,88463300,44782.71086664208
2019,45,Foreign-born,28866000,38221.49936971411
2019,45,US-born,479874100,37601.35122608771
2019,46,Foreign-born,3564700,29818.628857932028
2019,46,US-born,84473800,39554.32327258408
2019,47,Foreign-born,37628600,38994.09297685898
2019,47,US-born,639756900,37981.38215448475
2019,48,Foreign-born,494991700,35344.08155109244
2019,48,US-born,2357810200,41920.172272048
2019,49,Foreign-born,26850000,31322.110623961966
2019,49,US-born,290170400,42642.58555936645
2019,50,Foreign-born,2716500,45933.07282760765
2019,50,US-born,59010600,41698.308314272464
2019,51,Foreign-born,108954900,48371.07901271758
2019,51,US-born,728746300,49152.78570091323
2019,53,Foreign-born,112969300,52908.06065257836
2019,53,US-born,635230600,49814.592971784565
2019,54,Foreign-born,2756400,36422.989778851515
2019,54,US-born,175226900,32495.111237987534
2019,55,Foreign-born,29297600,36822.66449604433
2019,55,US-born,547407700,42345.8745876441
2019,56,Foreign-born,1678800,34179.88785507425
2019,56,US-born,55814500,42142.4194148274
2020,1,Foreign-born,16527100,38973.06504764636
2020,1,US-born,471245800,36833.82861897056
2020,2,Foreign-born,5586900,48450.13711355529
2020,2,US-born,65211300,49027.804091700404
2020,4,Foreign-born,92173100,37216.56144299308
2020,4,US-born,640834300,41961.75471786102
2020,5,Foreign-born,14236400,35531.69497333214
2020,5,US-born,286010700,34950.20020937236
2020,6,Foreign-born,1026583800,45985.37688678446
2020,6,US-born,2839263700,50868.800957266474
2020,8,Foreign-born,52552800,43101.25169495562
2020,8,US-born,517933100,51580.05977531688
2020,9,Foreign-born,51457400,53011.982841342266
2020,9,US-born,291245200,56772.910550144574
2020,10,Foreign-born,8344500,46733.56205460203
2020,10,US-born,88287000,45658.046412473945
2020,11,Foreign-born,8774100,74190.43204021626
2020,11,US-born,60710300,74102.5562779905
2020,12,Foreign-born,445546200,36912.05557648819
2020,12,US-born,1648916000,43590.696082129674
2020,13,Foreign-born,109065400,43944.06145151248
2020,13,US-born,948397500,40943.23282555646
2020,15,Foreign-born,23593600,39798.8502950113
2020,15,US-born,112563800,48681.692272101944
2020,16,Foreign-born,10374100,35187.74785059759
2020,16,US-born,172030900,39365.86717932144
2020,17,Foreign-born,171886600,44398.72652519958
2020,17,US-born,1069878600,47439.495141860316
2020,18,Foreign-born,36047200,41681.36915753622
2020,18,US-born,634569600,39193.29089426194
2020,19,Foreign-born,16307700,33177.81799559386
2020,19,US-born,298198900,41251.36854855069
2020,20,Foreign-born,19037700,37782.5267249757
2020,20,US-born,269678200,42021.88276692191
2020,21,Foreign-born,16615400,35704.30908203125
2020,21,US-born,427305500,36238.11260573081
2020,22,Foreign-born,17662100,40638.23457700677
2020,22,US-born,442839800,36990.747783439
2020,23,Foreign-born,4737400,38849.8568764464
2020,23,US-born,127252700,40419.66638746583
2020,24,Foreign-born,92335700,50608.75450243854
2020,24,US-born,501426400,55622.67301187443
2020,25,Foreign-born,117144300,52231.11181098988
2020,25,US-born,553093300,59027.68845524169
2020,26,Foreign-born,66766100,45838.27585199702
2020,26,US-born,925503100,40591.21227511043
2020,27,Foreign-born,43007200,43224.09222879625
2020,27,US-born,515936300,49043.410929820166
2020,28,Foreign-born,5999800,34325.930547256685
2020,28,US-born,287048100,32098.09050091737
2020,29,Foreign-born,23433100,42050.63016849523
2020,29,US-born,587735300,39487.32878679367
2020,30,Foreign-born,2051100,34359.48559033158
2020,30,US-born,103995100,38951.14148960489
2020,31,Foreign-born,14961300,34714.76012896132
2020,31,US-born,174005000,43796.87566348671
2020,32,Foreign-born,59526600,36018.42415736142
2020,32,US-born,250799100,43259.927074676554
2020,33,Foreign-born,8264000,51780.90043223808
2020,33,US-born,127072300,49477.18278327597
2020,34,Foreign-born,201348200,51296.20560821317
2020,34,US-born,661372000,57235.43002588539
2020,35,Foreign-born,17621200,31602.836894374315
2020,35,US-born,190223700,35666.37208889179
2020,36,Foreign-born,427904300,45708.1052248456
2020,36,US-born,1457963800,51975.0806347014
2020,37,Foreign-born,80834600,41008.57686315038
2020,37,US-born,969096800,40094.09306362783
2020,38,Foreign-born,3589600,39134.60339635528
2020,38,US-born,71981500,44241.797033987554
2020,39,Foreign-born,54068700,47140.68419316623
2020,39,US-born,1104151900,40269.649529932496
2020,40,Foreign-born,23364400,31924.99342401505
2020,40,US-born,372457700,36763.854322880776
2020,41,Foreign-born,39365300,43773.56428092061
2020,41,US-born,378909200,44622.82276614862
2020,42,Foreign-born,89543400,44666.14083648436
2020,42,US-born,1167080500,44238.70435530919
2020,44,Foreign-born,15854000,38889.989403532156
2020,44,US-born,87579200,47683.72353697892
2020,45,Foreign-born,26181900,41396.033243871454
2020,45,US-born,489628000,38421.27852674245
2020,46,Foreign-born,3167000,45584.74557606137
2020,46,US-born,86733700,39668.37453909378
2020,47,Foreign-born,32474000,44612.05382332588
2020,47,US-born,651743700,38687.54172006761
2020,48,Foreign-born,474610400,37416.47158548048
2020,48,US-born,2412002400,43365.39114815508
2020,49,Foreign-born,24714500,37313.363185762864
2020,49,US-born,297712200,43004.08410606939
2020,50,Foreign-born,3240200,44205.5591208086
2020,50,US-born,58587800,42385.347203545636
2020,51,Foreign-born,103956600,52613.38905601539
2020,51,US-born,733929000,50630.873055489275
2020,53,Foreign-born,111825200,59258.90451749616
2020,53,US-born,642823700,51597.16538860984
2020,54,Foreign-born,2862400,43307.432417721975
2020,54,US-born,175104600,33264.41492786767
2020,55,Foreign-born,28407900,41083.30051663567
2020,55,US-born,551021700,42334.50590161872
2020,56,Foreign-born,2092300,42037.6481863757
2020,56,US-born,54852400,43798.12758393081
2021,1,Foreign-born,17442400,39658.11946511074
2021,1,US-born,482133500,36170.66787699832
2021,2,Foreign-born,6412000,42322.14302676663
2021,2,US-born,65261500,49218.24598331956
2021,4,Foreign-born,91512100,39119.75946742578
2021,4,US-born,625805500,43810.32310538368
2021,5,Foreign-born,14576200,36488.10239637259
2021,5,US-born,286159300,35069.59132236728
2021,6,Foreign-born,1046025400,47462.64304449434
2021,6,US-born,2816929500,52099.33812303835
2021,8,Foreign-born,56179200,45558.42806798528
2021,8,US-born,515368400,53349.477168198755
2021,9,Foreign-born,55117600,52534.01929807643
2021,9,US-born,292430700,57574.41548583338
2021,10,Foreign-born,10084000,48217.53943573796
2021,10,US-born,88410100,45174.474078250176
2021,11,Foreign-born,9112600,73195.7532898501
2021,11,US-born,56201200,77398.87300907951
2021,12,Foreign-born,458423100,38179.70471493841
2021,12,US-born,1634172200,43718.019170375585
2021,13,Foreign-born,108907800,43266.63171626438
2021,13,US-born,953219400,41974.56485127585
2021,15,Foreign-born,25855300,38807.39562191939
2021,15,US-born,113684800,47257.49928697977
2021,16,Foreign-born,11704300,39886.59910820667
2021,16,US-born,176537900,41717.3711626216
2021,17,Foreign-born,180566800,43948.43773931181
2021,17,US-born,1070109200,48060.26068398625
2021,18,Foreign-born,37899600,39384.63245492372
2021,18,US-born,637688900,39795.2198410776
2021,19,Foreign-born,17066000,39574.48201032941
2021,19,US-born,300372500,43038.924838136816
2021,20,Foreign-born,21133600,40946.622709206786
2021,20,US-born,268909600,42163.11306271944
2021,21,Foreign-born,18199300,36172.51162392221
2021,21,US-born,429820300,36675.23536565051
2021,22,Foreign-born,19900800,34687.12696956443
2021,22,US-born,439323100,36408.94872682983
2021,23,Foreign-born,5186700,43519.491587048295
2021,23,US-born,130524500,43955.276957119895
2021,24,Foreign-born,97059000,50129.576703691935
2021,24,US-born,509247800,56599.40326696382
2021,25,Foreign-born,122816900,53346.402439543854
2021,25,US-born,554140800,59453.98831687877
2021,26,Foreign-born,69370200,45287.88851277291
2021,26,US-born,927392700,41147.20303208097
2021,27,Foreign-born,50161400,43381.69048340349
2021,27,US-born,515955200,51294.20899442635
2021,28,Foreign-born,6480900,28896.36354149682
2021,28,US-born,286606800,32538.657228127187
2021,29,Foreign-born,24508000,43896.38964888772
2021,29,US-born,588047600,41165.56920120797
2021,30,Foreign-born,2356200,37246.709015498796
2021,30,US-born,107107000,42809.1776777296
2021,31,Foreign-born,14334100,35583.38346285265
2021,31,US-born,180317800,45572.4245186308
2021,32,Foreign-born,57677100,37729.726800628196
2021,32,US-born,251069500,42740.163772568376
2021,33,Foreign-born,8322200,60437.092497778
2021,33,US-born,129110600,51578.44781560447
2021,34,Foreign-born,213757000,54020.44680902326
2021,34,US-born,689972300,57345.67915972551
2021,35,Foreign-born,19375300,31474.787108036326
2021,35,US-born,189833700,37229.21277454562
2021,36,Foreign-born,441892400,45917.93739890549
2021,36,US-born,1491923600,52935.931195965175
2021,37,Foreign-born,87235100,41697.829783253146
2021,37,US-born,953268100,41615.59838296895
2021,38,Foreign-born,3688500,49708.23534535319
2021,38,US-born,72710600,43721.40176948291
2021,39,Foreign-born,58889200,45817.85569490463
2021,39,US-born,1108088800,41310.36021601027
2021,40,Foreign-born,21799200,33852.63090734785
2021,40,US-born,371797800,36571.58250373874
2021,41,Foreign-born,41907400,44967.09841125715
2021,41,US-born,377092600,45550.95783938824
2021,42,Foreign-born,94509900,47099.10476278145
2021,42,US-born,1178436500,44908.87273876094
2021,44,Foreign-born,16152600,39273.42220591926
2021,44,US-born,90964200,48133.273644679
2021,45,Foreign-born,27372300,38514.79281390807
2021,45,US-born,485227500,39170.26735943013
2021,46,Foreign-born,2756700,58551.06090522479
2021,46,US-born,86012400,43188.16030436794
2021,47,Foreign-born,37212600,38432.51025055611
2021,47,US-born,654076000,40215.74579998967
2021,48,Foreign-born,509980000,38468.35722507534
2021,48,US-born,2394257000,43620.57470670881
2021,49,Foreign-born,27718800,39672.34400606923
2021,49,US-born,302194100,45466.07146376916
2021,50,Foreign-born,3135400,53198.24661488762
2021,50,US-born,60782500,44439.87449152049
2021,51,Foreign-born,105961300,52976.932024662696
2021,51,US-born,740523200,51765.02395233234
2021,53,Foreign-born,114387400,61053.43711947567
2021,53,US-born,644151800,53379.58578544385
2021,54,Foreign-born,2933900,49996.31069713708
2021,54,US-born,174376900,34975.022248283094
2021,55,Foreign-born,30343900,41442.04667225575
2021,55,US-born,553583200,44208.710311130184
2021,56,Foreign-born,1859100,44002.196768481626
2021,56,US-born,55566600,43915.78311266416
2022,1,Foreign-born,18343000,38777.301529262964
2022,1,US-born,484389500,39210.228327745244
2022,2,Foreign-born,5329000,45572.31520063931
2022,2,US-born,66241800,52511.002284075934
2022,4,Foreign-born,96469900,39798.12152732939
2022,4,US-born,628719200,47623.467658058566
2022,5,Foreign-born,15614600,37185.24733404015
2022,5,US-born,286664400,37113.45630606933
2022,6,Foreign-born,1040995800,51875.1448681299
2022,6,US-born,2801950300,55852.746936654665
2022,8,Foreign-born,55698200,51102.99674395844
2022,8,US-born,517876000,57170.718827292825
2022,9,Foreign-born,56932500,56091.996337669785
2022,9,US-born,291537800,61960.43522760048
2022,10,Foreign-born,9800600,48556.13795628073
2022,10,US-born,90107100,49995.5689192106
2022,11,Foreign-born,9846400,76738.93375320983
2022,11,US-born,55876400,82542.94931744871
2022,12,Foreign-born,480927800,40519.344072279535
2022,12,US-born,1655612500,48261.64224686442
2022,13,Foreign-born,117457700,46988.238596906034
2022,13,US-born,956418800,44987.32574063853
2022,15,Foreign-born,25027000,41942.49442735639
2022,15,US-born,114054000,51270.862238420224
2022,16,Foreign-born,11409800,36213.29797022506
2022,16,US-born,180843000,44202.47413796109
2022,17,Foreign-born,179374000,48350.808958765265
2022,17,US-born,1062185400,51154.9599595906
2022,18,Foreign-born,42284300,43041.63328215963
2022,18,US-born,635161700,42494.30966858469
2022,19,Foreign-born,20006500,45556.787193399694
2022,19,US-born,298218800,45815.3517828672
2022,20,Foreign-born,20733600,39834.43819350304
2022,20,US-born,269631500,45487.99911352228
2022,21,Foreign-born,17970700,40255.91872247095
2022,21,US-born,429669900,39997.32090165874
2022,22,Foreign-born,19161000,36191.33104487609
2022,22,US-born,436741700,38120.150364470435
2022,23,Foreign-born,5747500,49071.03772500958
2022,23,US-born,131436600,45944.81282463059
2022,24,Foreign-born,102454600,54075.52660796958
2022,24,US-born,503876600,58741.414924209166
2022,25,Foreign-born,126625100,56223.68513283079
2022,25,US-born,551708400,63768.829826376044
2022,26,Foreign-born,68777000,48865.756188137806
2022,26,US-born,926338700,43932.880147699245
2022,27,Foreign-born,48085200,46609.28785206209
2022,27,US-born,518647500,53939.133614914
2022,28,Foreign-born,6464500,32341.252818613455
2022,28,US-born,285714300,34503.47205773333
2022,29,Foreign-born,25220600,46187.16077912128
2022,29,US-born,587348100,43028.1721529754
2022,30,Foreign-born,2704900,37336.90156787763
2022,30,US-born,108649100,43965.49714361393
2022,31,Foreign-born,14065600,39397.235762428536
2022,31,US-born,180863400,47757.33618268
2022,32,Foreign-born,60303500,39910.88235553341
2022,32,US-born,250483200,46394.72874035749
2022,33,Foreign-born,8193600,63301.702051966204
2022,33,US-born,129739600,54775.36876888715
2022,34,Foreign-born,216565200,56614.54956149538
2022,34,US-born,687762300,61646.36734093399
2022,35,Foreign-born,19240400,34771.813284687196
2022,35,US-born,189599100,40669.480384522576
2022,36,Foreign-born,448448700,49752.928098779856
2022,36,US-born,1468472600,57247.68290875266
2022,37,Foreign-born,91552700,45452.857803613304
2022,37,US-born,962581400,45046.33700176379
2022,38,Foreign-born,3152600,41915.97510098669
2022,38,US-born,73641700,49856.6190536645
2022,39,Foreign-born,58061300,49766.96643436394
2022,39,US-born,1106229000,44350.740656809525
2022,40,Foreign-born,24558300,35497.85986728758
2022,40,US-born,372990800,39693.984040069554
2022,41,Foreign-born,42759300,49304.26169177176
2022,41,US-born,375943400,49292.63720437133
2022,42,Foreign-born,99594200,50733.85617415566
2022,42,US-born,1172934000,47786.300905218464
2022,44,Foreign-born,15984600,40628.23175094013
2022,44,US-born,90618100,52706.52319529002
2022,45,Foreign-born,27549500,43600.93031405337
2022,45,US-born,493804300,42415.5167971395
2022,46,Foreign-born,3010900,51042.129395218006
2022,46,US-born,87189600,45341.147367403115
2022,47,Foreign-born,38372200,42037.96864950396
2022,47,US-born,659358000,42894.869124250814
2022,48,Foreign-born,515447300,41770.398752962254
2022,48,US-born,2436804500,47138.07987564783
2022,49,Foreign-born,29458200,41022.338872845234
2022,49,US-born,304612900,49032.34426105752
2022,50,Foreign-born,2507300,42260.19519764783
2022,50,US-born,61433500,48182.61048433767
2022,51,Foreign-born,109268300,57737.77292533537
2022,51,US-born,740348600,54510.42931858497
2022,53,Foreign-born,118788000,66346.4521846429
2022,53,US-born,644199500,57737.863071358755
2022,54,Foreign-born,3264300,47304.48376673334
2022,54,US-born,173427800,36472.80849872767
2022,55,Foreign-born,28789200,45475.58804072657
2022,55,US-born,554731200,46801.141570293585
2022,56,Foreign-born,1864400,40454.02135629228
2022,56,US-born,55826100,44796.75701172476
2023,1,Foreign-born,20282000,47661.01191452874
2023,1,US-born,485428300,41602.68509429951
2023,2,Foreign-born,5292600,53472.580395345685
2023,2,US-born,66222900,55985.508263866854
2023,4,Foreign-born,98400700,44544.10356049894
2023,4,US-born,633622900,49955.17201865731
2023,5,Foreign-born,16099500,39656.57013263425
2023,5,US-born,288642500,39981.5322071492
2023,6,Foreign-born,1062485500,54129.35989895798
2023,6,US-born,2772688400,58871.92096468725
2023,8,Foreign-born,56325500,53849.604001820015
2023,8,US-born,522125100,62080.330084296605
2023,9,Foreign-born,58757400,55931.697950319474
2023,9,US-born,289245600,64631.95639062961
2023,10,Foreign-born,11892300,50821.47857710078
2023,10,US-born,89205500,53645.96904301685
2023,11,Foreign-born,9376800,86139.18829454978
2023,11,US-born,56718200,92954.72035983972
2023,12,Foreign-born,498874400,44163.79708698934
2023,12,US-born,1673839400,50975.793324053986
2023,13,Foreign-born,127837100,49191.94495244851
2023,13,US-born,957930600,47480.35006713236
2023,15,Foreign-born,25350600,46815.799871660536
2023,15,US-born,113212800,52796.62863934768
2023,16,Foreign-born,11242900,41233.17747940246
2023,16,US-born,183092600,45830.4647099705
2023,17,Foreign-born,188062800,51067.16795318119
2023,17,US-born,1051794600,54233.64874906774
2023,18,Foreign-born,42671900,42198.285126403614
2023,18,US-born,637914400,45312.517691399546
2023,19,Foreign-born,18755900,43276.23855026607
2023,19,US-born,299609800,48138.518123553025
2023,20,Foreign-born,20967500,43423.556864968814
2023,20,US-born,270124300,47164.27201862815
2023,21,Foreign-born,20315700,38513.51100512014
2023,21,US-born,428287500,41775.42074896055
2023,22,Foreign-born,22296800,40186.39784925365
2023,22,US-born,432144800,41501.512875785455
2023,23,Foreign-born,5596400,52401.987013474456
2023,23,US-born,132410000,49276.59468103013
2023,24,Foreign-born,105206300,55616.791518276055
2023,24,US-born,502323100,61781.17335809565
2023,25,Foreign-born,127023000,61123.7886394142
2023,25,US-born,552649900,67341.06159663368
2023,26,Foreign-born,74032700,49117.202147512275
2023,26,US-born,921548200,46010.29326247539
2023,27,Foreign-born,48236700,49490.52358985066
2023,27,US-born,520099300,56883.99216754873
2023,28,Foreign-born,7429300,37493.60347427643
2023,28,US-born,284417100,36990.408658725515
2023,29,Foreign-born,30021500,49085.31849243554
2023,29,US-born,584552000,45956.335944267914
2023,30,Foreign-born,2512800,49808.130365789155
2023,30,US-born,109873500,47719.236084258104
2023,31,Foreign-born,15382400,42278.95718705811
2023,31,US-born,180396900,51163.53625764119
2023,32,Foreign-born,61374800,41764.21769276426
2023,32,US-born,251322900,50289.08042399578
2023,33,Foreign-born,9937100,64731.3361627551
2023,33,US-born,128371800,58638.60946294289
2023,34,Foreign-born,224681000,60644.31619887277
2023,34,US-born,681623100,64328.54397189082
2023,35,Foreign-born,21493600,38743.950557506076
2023,35,US-born,187397100,42980.28587501474
2023,36,Foreign-born,453022200,52526.41012392926
2023,36,US-born,1456495600,60000.08561890832
2023,37,Foreign-born,100349300,49175.46042926214
2023,37,US-born,966826500,47759.78606377968
2023,38,Foreign-born,2784800,59533.37076527526
2023,38,US-born,74479700,51921.836263636884
2023,39,Foreign-born,60123300,50801.09145826166
2023,39,US-born,1107236000,46867.970601910994
2023,40,Foreign-born,24527500,39806.553972553345
2023,40,US-born,375778100,42004.65477764651
2023,41,Foreign-born,40426100,51268.32389087423
2023,41,US-born,376832600,51554.22735605503
2023,42,Foreign-born,102120100,52042.734739602056
2023,42,US-born,1168042100,49991.34657150491
2023,44,Foreign-born,15994700,44456.40753920663
2023,44,US-born,91223200,56285.25583100896
2023,45,Foreign-born,31383100,46717.92211120504
2023,45,US-born,499281300,45403.01847203338
2023,46,Foreign-born,4281800,32612.752516100252
2023,46,US-born,87245700,50923.65940769286
2023,47,Foreign-born,43182600,43038.71533570568
2023,47,US-born,661377900,46107.77098822399
2023,48,Foreign-born,543937500,44918.431959763955
2023,48,US-born,2450789300,50067.63012933388
2023,49,Foreign-born,30299400,44386.59972854889
2023,49,US-born,307529800,51289.99678016996
2023,50,Foreign-born,2886900,65650.49080410607
2023,50,US-born,61229500,50563.52321914836
2023,51,Foreign-born,115351900,59505.868605377276
2023,51,US-born,738033200,57763.710618778554
2023,53,Foreign-born,122140600,71466.69463834075
2023,53,US-born,645771800,60223.552496214455
2023,54,Foreign-born,3311700,57918.83362554212
2023,54,US-born,172781500,37991.972565789016
2023,55,Foreign-born,32004600,47866.456895130716
2023,55,US-born,553483100,49689.33161000741
2023,56,Foreign-born,2159900,51718.054960919995
2023,56,US-born,55750100,48100.55997777376
2024,1,Foreign-born,22533100,44508.261507070325
2024,1,US-born,488219600,44218.208347399144
2024,2,Foreign-born,5031700,66282.1257966647
2024,2,US-born,66908700,58174.801213186314
2024,4,Foreign-born,101783800,46282.14764626352
2024,4,US-born,644166700,52720.48647657148
2024,5,Foreign-born,18245600,40145.71427731216
2024,5,US-born,288140400,42029.12785858675
2024,6,Foreign-born,1088921600,57021.91806754747
2024,6,US-born,2792920900,61087.30766981269
2024,8,Foreign-born,63174400,56869.735491784
2024,8,US-born,522987800,65552.38644755674
2024,9,Foreign-born,58965100,61805.40585854282
2024,9,US-born,295301600,68225.76006500173
2024,10,Foreign-born,11600700,58917.29443897197
2024,10,US-born,92207300,52372.189991946565
2024,11,Foreign-born,10741300,83130.88920916196
2024,11,US-born,58115600,90558.61537389895
2024,12,Foreign-born,541177300,45206.218665493885
2024,12,US-born,1701409000,53357.75669233221
2024,13,Foreign-born,133108600,52287.30545194636
2024,13,US-born,968226500,50525.165573310966
2024,15,Foreign-born,26320600,47377.77532123887
2024,15,US-born,113687300,58504.018329353916
2024,16,Foreign-born,12332200,45165.14866266859
2024,16,US-born,185717900,49122.14088060639
2024,17,Foreign-born,195533300,52978.490776692546
2024,17,US-born,1059359100,56561.96418088539
2024,18,Foreign-born,49066200,44726.62107208055
2024,18,US-born,637341000,47174.32252425726
2024,19,Foreign-born,19903500,38354.53647152026
2024,19,US-born,301068500,48779.076458767435
2024,20,Foreign-born,23871900,48333.0931582081
2024,20,US-born,269362600,51127.2794748782
2024,21,Foreign-born,22998000,42229.02127720463
2024,21,US-born,431607500,43378.36908378219
2024,22,Foreign-born,24072600,36575.29213650589
2024,22,US-born,432183500,43242.668986682824
2024,23,Foreign-born,6561600,52093.69877082063
2024,23,US-born,132616900,51757.902263056196
2024,24,Foreign-born,107201600,60735.505272721726
2024,24,US-born,507543600,65055.951226116544
2024,25,Foreign-born,133884300,62268.25013316691
2024,25,US-born,558974700,69872.20751529517
2024,26,Foreign-born,79990700,53058.88215493526
2024,26,US-born,925928000,48553.83911911685
2024,27,Foreign-born,52409100,51555.82973690813
2024,27,US-born,521129600,58204.132004331535
2024,28,Foreign-born,7842200,37069.24615171266
2024,28,US-born,284826400,39694.89609217909
2024,29,Foreign-born,30933200,54182.18029572134
2024,29,US-born,587947700,48226.13680376409
2024,30,Foreign-born,2354300,47277.4246157982
2024,30,US-born,110230800,50399.237627190094
2024,31,Foreign-born,18233500,39561.520578950505
2024,31,US-born,179786500,51435.02483076316
2024,32,Foreign-born,64533700,45933.22772841158
2024,32,US-born,256207400,52395.67946460508
2024,33,Foreign-born,8536500,71979.12778979001
2024,33,US-born,130575800,60180.36152464773
2024,34,Foreign-born,237300800,59389.65693124546
2024,34,US-born,689439500,67094.18877241989
2024,35,Foreign-born,20977700,37771.31932274393
2024,35,US-born,189420400,45741.76282676582
2024,36,Foreign-born,464132000,55169.346194963975
2024,36,US-born,1470840000,62627.43599124954
2024,37,Foreign-born,109774500,51875.194951212296
2024,37,US-born,978961100,51032.26489224863
2024,38,Foreign-born,4162600,41299.62781502493
2024,38,US-born,74808600,56735.35493273173
2024,39,Foreign-born,65283900,53369.77822268632
2024,39,US-born,1111694500,48789.70661945623
2024,40,Foreign-born,27951000,42881.66578495415
2024,40,US-born,377276100,43682.843016673076
2024,41,Foreign-born,42406800,51780.53918574061
2024,41,US-born,378923900,53510.77370385999
2024,42,Foreign-born,108160500,53915.607083523755
2024,42,US-born,1175325300,52923.4532132804
2024,44,Foreign-born,17399800,45384.33300395257
2024,44,US-born,89896900,58130.681282167956
2024,45,Foreign-born,35242500,48392.91456278214
2024,45,US-born,505645800,47703.09601638407
2024,46,Foreign-born,3707300,46581.651402735915
2024,46,US-born,88111200,51281.811913094505
2024,47,Foreign-born,46618000,47723.465448846895
2024,47,US-born,668561600,48878.5989713087
2024,48,Foreign-born,577022400,47963.3121607104
2024,48,US-born,2497494800,52232.71910427374
2024,49,Foreign-born,34160500,44510.65903435474
2024,49,US-born,311943500,54197.38959323251
2024,50,Foreign-born,2768000,66483.35128983308
2024,50,US-born,61254900,57399.60788713475
2024,51,Foreign-born,119151400,60661.481891722935
2024,51,US-born,744069700,60890.90064039342
2024,53,Foreign-born,128680400,76063.44675291762
2024,53,US-born,651751200,63503.490122931325
2024,54,Foreign-born,3697300,46073.14410609328
2024,54,US-born,172497100,40890.07413124854
2024,55,Foreign-born,33840900,49066.933819638674
2024,55,US-born,556273600,50949.62442293272
2024,56,Foreign-born,1857300,64812.680696342
2024,56,US-born,56303000,51567.97291173983
